term,annotation,df
"3,4 ' -ODA",chemicalcompound,science_dev
Terephthaloyl chloride,chemicalcompound,science_dev
105 Artemis,astronomicalobject,science_dev
399 Persephone,astronomicalobject,science_dev
1388 Aphrodite,astronomicalobject,science_dev
5731 Zeus,astronomicalobject,science_dev
super-Earths,science,science_dev
OGLE-2005-BLG-390Lb,astronomicalobject,science_dev
gravitational microlensing,science,science_dev
HD 69830 b,astronomicalobject,science_dev
Goodall,scientist,science_dev
JGI,organisation,science_dev
WCS,organisation,science_dev
Humane Society of the United States,organisation,science_dev
HSUS,organisation,science_dev
Phthalocyanine,chemicalcompound,science_dev
Phthalocyanine Blue BN,chemicalcompound,science_dev
Phthalocyanine Green G,chemicalcompound,science_dev
oxidation state,science,science_dev
Davy Medal,award,science_dev
Rumford Medal,award,science_dev
Ellison-Cliffe Medal,award,science_dev
Charpentier,person,science_dev
bacterial CRISPR,science,science_dev
Cas9 immune system,science,science_dev
genome editing,science,science_dev
irreversible,discipline,science_dev
thermodynamics,discipline,science_dev
Nobel Prize in Chemistry,award,science_dev
Hughes,person,science_dev
Emmy for Outstanding Directing for a Variety or Music Program,award,science_dev
George Hearn,person,science_dev
Angela Lansbury,person,science_dev
Otto Heckmann,scientist,science_dev
Engelbert Schücking,scientist,science_dev
Hamburger Sternwarte,location,science_dev
exoplanets,science,science_dev
Kepler-186f,astronomicalobject,science_dev
Kepler-442b,astronomicalobject,science_dev
The Lancet,academicjournal,science_dev
New England Journal of Medicine,academicjournal,science_dev
PNAS,academicjournal,science_dev
Kobe,person,science_dev
Kobe University,university,science_dev
Kobe Institute of Computing,university,science_dev
Konan University,university,science_dev
Beatrice Mintz,scientist,science_dev
Rudolf Jaenisch,scientist,science_dev
embryo,science,science_dev
Astronomische Nachrichten,academicjournal,science_dev
Monthly Notices of the Royal Astronomical Society,academicjournal,science_dev
CRISPR interference,science,science_dev
CRISPRi,science,science_dev
catalytically inactive nuclease,enzyme,science_dev
systematic philosophy,discipline,science_dev
philosophy,discipline,science_dev
National Southeastern University,university,science_dev
National Central University,university,science_dev
Nanjing University,university,science_dev
Journal of Chemometrics,academicjournal,science_dev
Chemometrics and Intelligent Laboratory Systems,academicjournal,science_dev
Journal of Chemical Information and Modeling,academicjournal,science_dev
Carbon monoxide,chemicalcompound,science_dev
Hydrochloric acid,chemicalcompound,science_dev
NO,chemicalcompound,science_dev
David Tennant,person,science_dev
Donna Noble,person,science_dev
Catherine Tate,person,science_dev
Jack Harkness,person,science_dev
John Barrowman,person,science_dev
Martha Jones,person,science_dev
Freema Agyeman,person,science_dev
Sarah Jane Smith,person,science_dev
Elisabeth Sladen,person,science_dev
Rose Tyler,person,science_dev
Billie Piper,person,science_dev
Daleks,science,science_dev
phosphorus-32,chemicalelement,science_dev
116nt ssDNA oligonucleotide,science,science_dev
DNA ligase,enzyme,science_dev
RNase T1,enzyme,science_dev
the RNA,science,science_dev
116-mers DNA,science,science_dev
BTX,science,science_dev
Benzene,chemicalcompound,science_dev
Toluene,chemicalcompound,science_dev
Xylene,chemicalcompound,science_dev
Pupin,scientist,science_dev
National Advisory Committee for Aeronautics,organisation,science_dev
NACA,organisation,science_dev
American Mathematical Society,organisation,science_dev
Ooguri,scientist,science_dev
Advances in Theoretical and Mathematical Physics,academicjournal,science_dev
Journal of High Energy Physics,academicjournal,science_dev
Nuclear Physics B,academicjournal,science_dev
Communications in Mathematical Physics,academicjournal,science_dev
Stephen Demainbray,scientist,science_dev
Francis Ronalds,scientist,science_dev
John Welsh,scientist,science_dev
Balfour Stewart,scientist,science_dev
Francis John Welsh Whipple,scientist,science_dev
Charles Chree,scientist,science_dev
George Clarke Simpson,scientist,science_dev
Richard E. Grant,person,science_dev
Joanna Lumley,person,science_dev
Happy,science,science_dev
Despicable Me 2,science,science_dev
Hidden Figures,science,science_dev
Cell,academicjournal,science_dev
Cell Stem Cell,academicjournal,science_dev
Stem Cell Reports,academicjournal,science_dev
Massey University,university,science_dev
Palmerston North,location,science_dev
University of Auckland,university,science_dev
Victoria University of Wellington,university,science_dev
University of Otago,university,science_dev
University of Canterbury,university,science_dev
Institute for Plant and Food Research,organisation,science_dev
IL-38,chemicalcompound,science_dev
siRNA,science,science_dev
peripheral blood mononuclear cell,science,science_dev
interleukin-6,chemicalcompound,science_dev
IL-6,chemicalcompound,science_dev
APRIL,chemicalcompound,science_dev
CCL-2,chemicalcompound,science_dev
Toll-like receptor ligands,chemicalcompound,science_dev
digestive enzymes,science,science_dev
Trypsin,enzyme,science_dev
Pepsin,enzyme,science_dev
extracellular proteinases,science,science_dev
Matrix,enzyme,science_dev
metalloproteinase,enzyme,science_dev
ADAMTS,enzyme,science_dev
Cathepsin,enzyme,science_dev
antioxidant enzymes,science,science_dev
superoxide dismutase,enzyme,science_dev
Jovian system,science,science_dev
New,event,science_dev
Horizons,event,science_dev
Schweickart,scientist,science_dev
Fellow of the American Astronautical Society,award,science_dev
California Academy of Sciences,organisation,science_dev
Thermales- rpoB motif RNAs,science,science_dev
cis-regulatory element,science,science_dev
anterior pituitary,science,science_dev
gonadotropin s Luteinizing hormone,protein,science_dev
ovaries,science,science_dev
estrogen,science,science_dev
follicle-stimulating hormone,protein,science_dev
FSH,protein,science_dev
testes,science,science_dev
testosterone,science,science_dev
Seventh World Summit of Nobel Peace Prize,event,science_dev
Man of Peace award,award,science_dev
John W. Campbell Memorial Award for Best Science Fiction Novel,award,science_dev
cytoplasm,science,science_dev
Adenosine diphosphate,chemicalcompound,science_dev
NLR proteins,science,science_dev
HR,science,science_dev
Brigham and Women 's Hospital,organisation,science_dev
Boston Children 's Hospital,organisation,science_dev
Dana Farber Cancer Institute,organisation,science_dev
Spaulding Rehabilitation Hospital,organisation,science_dev
Boston University,university,science_dev
Tufts University,university,science_dev
University of Massachusetts Medical School,university,science_dev
Charité - Universitätsmedizin Berlin,university,science_dev
University of Zurich,university,science_dev
Bôcher Memorial Prize,award,science_dev
Steele Prize for Lifetime Achievement,award,science_dev
Eugene Wigner Medal,award,science_dev
Abel Prize,award,science_dev
Michael Atiyah,scientist,science_dev
Koschevnikov gland,science,science_dev
isopentyl acetate,chemicalcompound,science_dev
IPA,chemicalcompound,science_dev
butyl acetate,chemicalcompound,science_dev
1-Hexanol,chemicalcompound,science_dev
N-Butanol,chemicalcompound,science_dev
1-octanol,chemicalcompound,science_dev
hexyl acetate,chemicalcompound,science_dev
octyl acetate,chemicalcompound,science_dev
Amyl acetate,chemicalcompound,science_dev
2-Nonanol,chemicalcompound,science_dev
Stanley N. Cohen,scientist,science_dev
Rita Levi-Montalcini,scientist,science_dev
nerve growth factor,science,science_dev
epidermal growth factor,science,science_dev
WCSU,university,science_dev
Connecticut State University System,organisation,science_dev
CSU,university,science_dev
Connecticut State Colleges & Universities,university,science_dev
CSCU,university,science_dev
Eastern Connecticut State University,university,science_dev
Southern and Central Connecticut state universities,university,science_dev
74 Galatea,astronomicalobject,science_dev
1162 Larissa,astronomicalobject,science_dev
Organic Syntheses,academicjournal,science_dev
Inorganic Syntheses,academicjournal,science_dev
biomechanics,discipline,science_dev
skin transplantation,science,science_dev
neurophysiology,discipline,science_dev
Peter Medawar,scientist,science_dev
August Krogh,scientist,science_dev
PAS domain,science,science_dev
GAF domain,science,science_dev
PHY domain,science,science_dev
chemical technology at the University of Edinburgh,organisation,science_dev
Kenneth Denbigh,scientist,science_dev
Chemical Engineering Science,academicjournal,science_dev
This View of Life,academicjournal,science_dev
Behavioral Ecology,academicjournal,science_dev
Biology Letters,academicjournal,science_dev
Ethology,academicjournal,science_dev
prefrontal cortex,science,science_dev
Christof Koch,scientist,science_dev
Francis Crick,scientist,science_dev
Polymacon,chemicalcompound,science_dev
hydroxyethyl methacrylate,chemicalcompound,science_dev
Ethylene glycol dimethacrylate,chemicalcompound,science_dev
comet,astronomicalobject,science_dev
photosynthesis,science,science_dev
Photosystem I,science,science_dev
Photosystem II,science,science_dev
Grammy Award for Best Pop Instrumental Performance,award,science_dev
Caravan,science,science_dev
69 Freedom Special,science,science_dev
Gadagkar,scientist,science_dev
Current Science,academicjournal,science_dev
Journal of Biosciences,academicjournal,science_dev
IAU,organisation,science_dev
dwarf planet,science,science_dev
Ceres,astronomicalobject,science_dev
Ssup n − 1 / sup,science,science_dev
René Thom,scientist,science_dev
John Milnor,scientist,science_dev
Stephen Smale,scientist,science_dev
Schrödinger,scientist,science_dev
quantum theory,theory,science_dev
Max Planck,scientist,science_dev
Albert Einstein,scientist,science_dev
Niels Bohr,scientist,science_dev
Arnold Sommerfeld,scientist,science_dev
Kwame Nkrumah University of Science and Technology,university,science_dev
Kumasi,location,science_dev
Jeremy,person,science_dev
Grammy Award nominations for Best Rock Song,award,science_dev
Grammy Award for Best Hard Rock Performance,award,science_dev
VH1 ' s list,science,science_dev
Li,scientist,science_dev
JACS,academicjournal,science_dev
Angewandte Chemie International Edition,academicjournal,science_dev
Methone,astronomicalobject,science_dev
Joint Working Party,organisation,science_dev
International Union of Pure and Applied Chemistry,organisation,science_dev
IUPAC,organisation,science_dev
International Union of Pure and Applied Physics,organisation,science_dev
IUPAP,organisation,science_dev
AD,protein,science_dev
amyloid precursor protein,protein,science_dev
APP,protein,science_dev
Presenilin genes,science,science_dev
apolipoprotein E,protein,science_dev
epsilon 4,science,science_dev
seismology,discipline,science_dev
Emil Wiechert,scientist,science_dev
Beno Gutenberg,scientist,science_dev
Andrija Mohorovičić,scientist,science_dev
Harold Jeffreys,scientist,science_dev
Inge Lehmann,scientist,science_dev
Charles Francis Richter,scientist,science_dev
Francis Birch,scientist,science_dev
Frank Press,scientist,science_dev
Hiroo Kanamori,scientist,science_dev
Walter Elsasser,scientist,science_dev
Sakharov,scientist,science_dev
Committee on Human Rights in the USSR,organisation,science_dev
Valery Chalidze,scientist,science_dev
Andrei Tverdokhlebov,scientist,science_dev
Saturn Award for Best Actress on Television,award,science_dev
Claudia Black,person,science_dev
Aeryn Sun,person,science_dev
Saturn Award for Best Supporting Actress on Television,award,science_dev
Virginia Hey,person,science_dev
Pa 'u Zotoh Zhaan,person,science_dev
proton gradient,science,science_dev
ATP synthase,enzyme,science_dev
Alan Stern,scientist,science_dev
Thetis,astronomicalobject,science_dev
4 Vesta,astronomicalobject,science_dev
11 Parthenope,astronomicalobject,science_dev
Moore,scientist,science_dev
Society for Popular Astronomy,organisation,science_dev
astronomy,discipline,science_dev
The Sky at Night,science,science_dev
cognitive science,discipline,science_dev
epistemology,discipline,science_dev
neuroscience,discipline,science_dev
fission model,theory,science_dev
George Darwin,scientist,science_dev
Charles Darwin,scientist,science_dev
ELKS,protein,science_dev
cortical complex,science,science_dev
Terry Nation,person,science_dev
Dennis Spooner,person,science_dev
Douglas Camfield,person,science_dev
John Wiles,person,science_dev
Point Loma,location,science_dev
US Navy,organisation,science_dev
SPAWAR,organisation,science_dev
Marine Corps Recruit Depot San Diego,location,science_dev
MCRD San Diego,location,science_dev
Naval Base Point Loma,location,science_dev
R gene,science,science_dev
pathogens,science,science_dev
inferior planets,science,science_dev
superior planets,science,science_dev
Kuyper,person,science_dev
Cardus,organisation,science_dev
Work Research Foundation,organisation,science_dev
Calvin College,university,science_dev
Clapham Institute,organisation,science_dev
Dordt College,university,science_dev
Institute for Christian Studies,organisation,science_dev
Redeemer University College,university,science_dev
Coalition for Christian Outreach,organisation,science_dev
Covenant College,university,science_dev
Center for Public Justice,organisation,science_dev
"Washington Institute for Faith , Vocation , & Culture",organisation,science_dev
MA,location,science_dev
Shriners Hospitals for Children,organisation,science_dev
Middlesex Hospital,location,science_dev
London Hospital,location,science_dev
King 's College Hospital,location,science_dev
Charing Cross Hospital,location,science_dev
Division for Planetary Sciences,organisation,science_dev
DPS,organisation,science_dev
American Astronomical Society,organisation,science_dev
Journal of Geophysical Research,academicjournal,science_dev
Carolyn S. Shoemaker,scientist,science_dev
Eugene Merle Shoemaker,scientist,science_dev
David H. Levy,scientist,science_dev
CC chemokine ligands,protein,science_dev
CCL2,protein,science_dev
CCL3,protein,science_dev
CCL4,protein,science_dev
CCL5,protein,science_dev
CCL11,protein,science_dev
CCL13,protein,science_dev
CCL14,protein,science_dev
CCL16,protein,science_dev
nomiyama,protein,science_dev
ogilvie,protein,science_dev
Staatsoper Berlin,organisation,science_dev
Bolshoi Theater,organisation,science_dev
Opéra National de Paris,organisation,science_dev
Palau de les Arts,organisation,science_dev
Arena di Verona,organisation,science_dev
Teatro Carlo Felice,organisation,science_dev
Genoa,location,science_dev
Teatro La Fenice,organisation,science_dev
Staatsoper Hamburg,organisation,science_dev
Teatro Real,organisation,science_dev
Théâtre du Châtelet,organisation,science_dev
Semperoper Dresden,organisation,science_dev
Teatro Massimo,organisation,science_dev
Palermo,location,science_dev
Teatro alla Scala,organisation,science_dev
Mandelbrot 's awards,award,science_dev
Wolf Prize for Physics,award,science_dev
Lewis Fry Richardson Prize of the European Geophysical Society,award,science_dev
Japan Prize,award,science_dev
halogen,science,science_dev
Fluorine,chemicalelement,science_dev
Chlorine,chemicalelement,science_dev
Bromine,chemicalelement,science_dev
Iodine,chemicalelement,science_dev
At,chemicalelement,science_dev
halomethane,chemicalcompound,science_dev
CFsub4 / sub,chemicalcompound,science_dev
CHsub4 / sub,chemicalcompound,science_dev
CClsub4 / sub,chemicalcompound,science_dev
CBrsub4 / sub,chemicalcompound,science_dev
CIsub4 / sub,chemicalcompound,science_dev
tetrafluoromethane,chemicalcompound,science_dev
tetraiodomethane,chemicalcompound,science_dev
citric acid,chemicalcompound,science_dev
Nicotinamide adenine dinucleotide,chemicalcompound,science_dev
Flavin adenine dinucleotide,chemicalcompound,science_dev
oxidation,science,science_dev
oxidative phosphorylation,science,science_dev
Buffy the Vampire Slayer,science,science_dev
American Film Institute Award for Drama Series of the Year,award,science_dev
Gellar,person,science_dev
Golden Globe Award for Best Actress - Television Series Drama,award,science_dev
TCA Awards,award,science_dev
19th TCA Awards,award,science_dev
Acta Physica Sinica,academicjournal,science_dev
Chinese Physical Society,organisation,science_dev
Communications in Theoretical Physics,academicjournal,science_dev
Chinese Physics A,academicjournal,science_dev
Chinese Physics B,academicjournal,science_dev
Chinese Physics,academicjournal,science_dev
Swimming,science,science_dev
Gilbert Gil,scientist,science_dev
Jerome Perlow,scientist,science_dev
Mössbauer effect,theory,science_dev
Journal of Applied Physics,academicjournal,science_dev
Nobel Prize in Physics,award,science_dev
Peter Debye,scientist,science_dev
Richard Becker,scientist,science_dev
Sommerfeld,scientist,science_dev
DHPR,chemicalcompound,science_dev
L-type calcium channel,protein,science_dev
Casup2 + / sup,chemicalelement,science_dev
Chamberland filter,science,science_dev
Louis Pasteur -Chamberland filter,science,science_dev
porcelain water filter,science,science_dev
Charles Chamberland,scientist,science_dev
Journal of Cosmology and Astroparticle Physics,academicjournal,science_dev
American Board of Obstetrics and Gynecology,organisation,science_dev
American Osteopathic Board of Obstetrics and Gynecology,organisation,science_dev
Accreditation Council for Graduate Medical Education,organisation,science_dev
American Osteopathic Association,organisation,science_dev
Certificate of Added Qualifications,award,science_dev
CAQ,award,science_dev
1957 Worldcon,event,science_dev
Leukocyte,science,science_dev
platelet,science,science_dev
Gsubαs / sub,protein,science_dev
Gi alpha subunit,protein,science_dev
Green Lab,organisation,science_dev
Nocturnin,enzyme,science_dev
metabolism,science,science_dev
Cryptochrome,protein,science_dev
carbohydrates,chemicalcompound,science_dev
nucleic acids,chemicalcompound,science_dev
lipids,chemicalcompound,science_dev
lipid,chemicalcompound,science_dev
m -,chemicalcompound,science_dev
o - Tyrosine,chemicalcompound,science_dev
2010 Bandy World Championship,event,science_dev
Bolton S. Corson Medal,award,science_dev
Tyler Prize for Environmental Achievement,award,science_dev
Thomas Hunt Morgan Medal,award,science_dev
The Patriot,science,science_dev
Kevin O 'Connell,person,science_dev
Greg P. Russell,person,science_dev
Lee Orloff,person,science_dev
Herschbach,scientist,science_dev
Fellow of the American Academy of Arts and Sciences,award,science_dev
Royal Chemical Society of Great Britain,organisation,science_dev
Auxins,chemicalcompound,science_dev
1-Naphthaleneacetic acid,chemicalcompound,science_dev
NAA,chemicalcompound,science_dev
Indole-3-butyric acid,chemicalcompound,science_dev
IBA,chemicalcompound,science_dev
Shakespearean,person,science_dev
171 Ophelia,astronomicalobject,science_dev
218 Bianca,astronomicalobject,science_dev
593 Titania,astronomicalobject,science_dev
666 Desdemona,astronomicalobject,science_dev
763 Cupido,astronomicalobject,science_dev
2758 Cordelia,astronomicalobject,science_dev
Wang,scientist,science_dev
Nature Magazine,academicjournal,science_dev
Angewandte Chemie,academicjournal,science_dev
Ting,scientist,science_dev
Ernest Orlando Lawrence Award,award,science_dev
Eringen Medal,award,science_dev
DeGaspari Award in Science,award,science_dev
Gold Medal for Science,award,science_dev
Brescia,location,science_dev
Public Service Medal,award,science_dev
Scottish Executive,person,science_dev
Royal College of Surgeons of Edinburgh,organisation,science_dev
Wellcome Trust,organisation,science_dev
Museums Association,organisation,science_dev
Philosophical Transactions of the Royal Society,academicjournal,science_dev
Cambridge Philosophical Society,organisation,science_dev
Juno,astronomicalobject,science_dev
33 Polyhymnia,astronomicalobject,science_dev
324 Bamberga,astronomicalobject,science_dev
Michalak,scientist,science_dev
19 Fortuna,astronomicalobject,science_dev
29 Amphitrite,astronomicalobject,science_dev
16 Psyche,astronomicalobject,science_dev
Acta Chemica Scandinavia,academicjournal,science_dev
Dalton Transactions,academicjournal,science_dev
Inorganic Chemistry,discipline,science_dev
Perkin Transactions,academicjournal,science_dev
Organic Chemistry,discipline,science_dev
Best Pop Duo / Group Performance,award,science_dev
Camilla,astronomicalobject,science_dev
asteroid belt,science,science_dev
87 Sylvia,astronomicalobject,science_dev
45 Eugenia,astronomicalobject,science_dev
216 Kleopatra,astronomicalobject,science_dev
93 Minerva,astronomicalobject,science_dev
130 Elektra,astronomicalobject,science_dev
985 Rosina,astronomicalobject,science_dev
1310 Villigera,astronomicalobject,science_dev
1468 Zomba,astronomicalobject,science_dev
132 Aethra,astronomicalobject,science_dev
323 Brucia,astronomicalobject,science_dev
1508 Kemi,astronomicalobject,science_dev
2204 Lyyli,astronomicalobject,science_dev
512 Taurinensis,astronomicalobject,science_dev
Canadian Journal of Biochemistry and Physiology,academicjournal,science_dev
Canadian Journal of Biochemistry,academicjournal,science_dev
Canadian Journal of Physiology and Pharmacology,academicjournal,science_dev
Caesium,chemicalelement,science_dev
Rn,chemicalelement,science_dev
Rubidium,chemicalelement,science_dev
Xenon,chemicalelement,science_dev
Kandler,scientist,science_dev
Systematic and Applied Microbiology,academicjournal,science_dev
Archives of Microbiology,academicjournal,science_dev
Zeitschrift für Pflanzenphysiologie,academicjournal,science_dev
fellow at the New York Institute for the Humanities,award,science_dev
John Simon Guggenheim Memorial Foundation,organisation,science_dev
Institute for Policy Studies,organisation,science_dev
New York-based,location,science_dev
Society of American Historians,organisation,science_dev
Hill,scientist,science_dev
Ontario Cancer Institute,organisation,science_dev
Princess Margaret Cancer Centre,organisation,science_dev
University Health Network,university,science_dev
University of Toronto Faculty of Medicine,organisation,science_dev
RNA-dependent RNA polymerase,enzyme,science_dev
Reverse transcriptase,enzyme,science_dev
mRNA,science,science_dev
Arthur Miller,person,science_dev
Tennessee Williams,person,science_dev
Laurence Olivier Award for Best Actress,award,science_dev
Cannes,award,science_dev
Screen Actors Guild awards,award,science_dev
EF-Tu receptor,protein,science_dev
EFR,protein,science_dev
pattern-recognition receptor,protein,science_dev
PRR,protein,science_dev
EF-Tu,protein,science_dev
Arabidopsis thaliana,science,science_dev
Starch,chemicalcompound,science_dev
Polylactic acid,chemicalcompound,science_dev
PLA,chemicalcompound,science_dev
Sagan,scientist,science_dev
Division for Planetary Science,organisation,science_dev
Planetology,discipline,science_dev
American Geophysical Union,organisation,science_dev
Astronomy,discipline,science_dev
Cassini,science,science_dev
Sherrington,scientist,science_dev
honoris causa Doctors,award,science_dev
Oxford,university,science_dev
Manchester,university,science_dev
Louvain,university,science_dev
Uppsala University,university,science_dev
Lyon,university,science_dev
National and Kapodistrian University of Athens,university,science_dev
Dublin,university,science_dev
Edinburgh,university,science_dev
Montreal,university,science_dev
Liverpool,university,science_dev
Brussels,university,science_dev
Sheffield,university,science_dev
University of Bern,university,science_dev
Birmingham,university,science_dev
Glasgow,university,science_dev
University of Wales,university,science_dev
Robert Döpel,scientist,science_dev
Wolfgang Gentner,scientist,science_dev
Wilhelm Hanle,scientist,science_dev
Georg Joos,scientist,science_dev
Journal of Materials Chemistry A,academicjournal,science_dev
energy and sustainability,discipline,science_dev
Journal of Materials Chemistry B,academicjournal,science_dev
biology,discipline,science_dev
medicine,discipline,science_dev
Journal of Materials Chemistry C,academicjournal,science_dev
Charon,astronomicalobject,science_dev
trans-Neptunian,science,science_dev
225088 Gonggong,astronomicalobject,science_dev
Luis Walter Alvarez,scientist,science_dev
George Kistiakowsky,scientist,science_dev
Ethylmercury,chemicalcompound,science_dev
ethylmercurithiosalicylate,chemicalcompound,science_dev
Thiomersal,chemicalcompound,science_dev
Finkelnburg,scientist,science_dev
theoretical physics,discipline,science_dev
Carl Friedrich von Weizsäcker,scientist,science_dev
Otto Scherzer,person,science_dev
Georg Joos,person,science_dev
Otto Heckmann,person,science_dev
Hans Kopfermann,scientist,science_dev
Strelitzia reginae,science,science_dev
Bird-of-Paradise flower,science,science_dev
University of Stuttgart,university,science_dev
Nuclear Physics Working Group,organisation,science_dev
Fritz Bopp,scientist,science_dev
Otto Haxel,scientist,science_dev
Willibald Jentschke,scientist,science_dev
Heinz Maier-Leibnitz,scientist,science_dev
Wolfgang Riezler,scientist,science_dev
Wilhelm Walcher,scientist,science_dev
Lone Star College System,university,science_dev
San Jacinto College,university,science_dev
Antony,location,science_dev
Cawsand,location,science_dev
Crafthole,location,science_dev
Cremyll,location,science_dev
Downderry,location,science_dev
Fourlanesend,location,science_dev
Freathy,location,science_dev
Hessenford,location,science_dev
Higher Wilcove,location,science_dev
Kingsand,location,science_dev
Lower Tregantle,location,science_dev
Maker,location,science_dev
Mount Edgcumbe House,location,science_dev
Mount Edgcumbe Country Park,location,science_dev
Penlee,location,science_dev
Polbathic,location,science_dev
Portwrinkle,location,science_dev
Rame,location,science_dev
Rame Head,location,science_dev
Rame Peninsula,location,science_dev
Seaton,location,science_dev
Seaton Valley Countryside Park,location,science_dev
Sheviock,location,science_dev
St John,location,science_dev
Torpoint,location,science_dev
Whitsand Bay,location,science_dev
Widegates,location,science_dev
Withnoe Barton,location,science_dev
Klaus Clusius,scientist,science_dev
Solar,astronomicalobject,science_dev
Meteorite,astronomicalobject,science_dev
Meteors,astronomicalobject,science_dev
Lunar,astronomicalobject,science_dev
Minor Planets,science,science_dev
Remote Planets,science,science_dev
Comets,science,science_dev
PKA,science,science_dev
"6,7-dihydropteridine reductase",enzyme,science_dev
RyR,protein,science_dev
Ca sup2 + / sup,chemicalelement,science_dev
contractile cells,science,science_dev
transcription,science,science_dev
methylation processes,science,science_dev
Ribonucleic acid,chemicalcompound,science_dev
2 Pallas,astronomicalobject,science_dev
3 Juno,astronomicalobject,science_dev
expression regulation,science,science_dev
Nocturnin knockout lean mice,science,science_dev
MacArthur Fellowship,award,science_dev
American Institute of Architects,organisation,science_dev
AIA,organisation,science_dev
Royal Swedish Academy of Engineering Sciences,organisation,science_dev
Fellow of the Design Futures Council,award,science_dev
Cyclin,protein,science_dev
Cyclin-dependent kinase,protein,science_dev
CDK,protein,science_dev
positive regulators,science,science_dev
Virendranath Chattopadhyaya,person,science_dev
Har Dayal,person,science_dev
M.P.T. Acharya,person,science_dev
Vinayak Damodar Savarkar,person,science_dev
H3K27ac,chemicalcompound,science_dev
epigenetic modification,science,science_dev
DNA packaging protein,science,science_dev
Histone H3,protein,science_dev
Biochimica et Biophysica Acta,academicjournal,science_dev
European Biophysics Journal,academicjournal,science_dev
Accounts of Chemical Research,academicjournal,science_dev
Chemical Reviews,academicjournal,science_dev
computer science,discipline,science_dev
University of Ljubljana,university,science_dev
University of Zagreb,university,science_dev
University of Udine,university,science_dev
University of Leoben,university,science_dev
"California State University , Chico",university,science_dev
Colgate University,university,science_dev
Pierre Louis Maupertuis,scientist,science_dev
French Academy of Sciences,organisation,science_dev
French Geodesic Mission,organisation,science_dev
Tornio river valley,location,science_dev
Lapland,location,science_dev
meridian,science,science_dev
Jacques Cassini,scientist,science_dev
Max Volmer,scientist,science_dev
Gerald Ford,person,science_dev
Rancho,location,science_dev
Mirage,location,science_dev
Betty Ford Center,location,science_dev
Eisenhower Medical Center,location,science_dev
Dwight Eisenhower,person,science_dev
electric field-driven torque models,science,science_dev
mitochondrial motor,science,science_dev
Electron transport chain,science,science_dev
E. Prodan,scientist,science_dev
C. Prodan,scientist,science_dev
"J. H. Miller , Jr",scientist,science_dev
8749 Beatles,astronomicalobject,science_dev
4147 Lennon,astronomicalobject,science_dev
4148 McCartney,astronomicalobject,science_dev
4149 Harrison,astronomicalobject,science_dev
Cadherin,science,science_dev
calcium-,chemicalelement,science_dev
cell adhesion molecules,science,science_dev
catenin,protein,science_dev
Carnil,astronomicalobject,science_dev
Elemmire,astronomicalobject,science_dev
Luinil,astronomicalobject,science_dev
Lumbar,astronomicalobject,science_dev
Nenar,astronomicalobject,science_dev
BMI-TNO,organisation,science_dev
Netherlands Organisation for Applied Scientific Research,organisation,science_dev
University of Amsterdam,university,science_dev
U.S. Army,organisation,science_dev
Preparation of Toxic Ricin,science,science_dev
CDC assays,science,science_dev
bone marrow transplantation,science,science_dev
phenotype,science,science_dev
Major histocompatibility complex Human leukocyte antigen,protein,science_dev
Sinope,astronomicalobject,science_dev
moon,astronomicalobject,science_dev
Megaclite,astronomicalobject,science_dev
271 Penthesilea,astronomicalobject,science_dev
10295 Hippolyta,astronomicalobject,science_dev
Amazons,science,science_dev
5143 Heracles,astronomicalobject,science_dev
British Neuroscience Association Award for Outstanding Contribution to British Neuroscience,award,science_dev
Federation of European Neuroscience Societies,organisation,science_dev
European Journal of Neuroscience,academicjournal,science_dev
World Concern,organisation,science_dev
Mercy Corps,organisation,science_dev
Dave Rudabaugh,person,science_dev
Pat Garrett,person,science_dev
Shotgun John Collins,person,science_dev
Cattierite,science,science_dev
Cobalt S sub2 / sub,chemicalcompound,science_dev
vaesite,science,science_dev
Nickel S sub2 / sub,chemicalcompound,science_dev
pyrite,science,science_dev
Hamilton Institute,organisation,science_dev
Maynooth University,university,science_dev
public Hamilton lecture,science,science_dev
Murray Gell-Mann,scientist,science_dev
Frank Wilczek,scientist,science_dev
Andrew Wiles,scientist,science_dev
Timothy Gowers,scientist,science_dev
G. Evelyn Hutchinson,scientist,science_dev
Tansley,scientist,science_dev
Charles Sutherland Elton,scientist,science_dev
trophic ecology,discipline,science_dev
Vladimir Vernadsky,scientist,science_dev
51825 Davidbrown,astronomicalobject,science_dev
Libby,scientist,science_dev
Cross-country skiing,science,science_dev
1976 Winter Olympics,event,science_dev
Sydney Brenner,scientist,science_dev
Horvitz,scientist,science_dev
John Sulston,scientist,science_dev
apoptosis,science,science_dev
neuroligin,protein,science_dev
NLGN1,protein,science_dev
PDZ domain,science,science_dev
PSD95,protein,science_dev
scaffold protein,science,science_dev
glutamatergic synapses,science,science_dev
NMDA receptor,protein,science_dev
Odessa University,university,science_dev
Saint Petersburg State University,university,science_dev
International Astronomical Union,organisation,science_dev
6216 San Jose,astronomicalobject,science_dev
light pollution,science,science_dev
Pneumatic chemistry,discipline,science_dev
Stephen Hales,scientist,science_dev
Joseph Black,scientist,science_dev
Joseph Priestley,scientist,science_dev
Antoine-Laurent Lavoisier,scientist,science_dev
Kaiser Permanente,organisation,science_dev
Providence hospitals,organisation,science_dev
Valley Presbyterian Hospital,organisation,science_dev
Van Nuys,location,science_dev
Northridge Hospital Medical Center,organisation,science_dev
