term,annotation,df
obesity,Disease,bc5cdr
hyperinsulinemia,Disease,bc5cdr
anca positive vasculitis,Disease,bc5cdr
antineutrophil cytoplasmic antibody ( anca ) - - associated vasculitis,Disease,bc5cdr
vasculitic,Disease,bc5cdr
arthritis,Disease,bc5cdr
pyrexia,Disease,bc5cdr
parotiditis,Disease,bc5cdr
cerebrovascular disease,Disease,bc5cdr
cvd,Disease,bc5cdr
gastrointestinal bleeding,Disease,bc5cdr
hemorrhagic strokes,Disease,bc5cdr
hit,Disease,bc5cdr
hepatic impairment,Disease,bc5cdr
heroin abuse,Disease,bc5cdr
unconsciousness,Disease,bc5cdr
cerebral ischemic infarction,Disease,bc5cdr
reperfusion injury,Disease,bc5cdr
fulminant liver failure,Disease,bc5cdr
acute kidney injury,Disease,bc5cdr
aki,Disease,bc5cdr
non - small - cell lung cancer,Disease,bc5cdr
pneumonitis,Disease,bc5cdr
stenosis,Disease,bc5cdr
coronary stenosis,Disease,bc5cdr
haemorrhagic infarction of the globus pallidus,Disease,bc5cdr
ischemic and haemorrhagic stroke,Disease,bc5cdr
ischemia of the globus pallidus,Disease,bc5cdr
globus pallidus infarctions,Disease,bc5cdr
basal ganglia infarcts,Disease,bc5cdr
respiratory dysfunction,Disease,bc5cdr
cerebral hypoperfusion,Disease,bc5cdr
posterior reversible encephalopathy syndrome,Disease,bc5cdr
posterior leukoencephalopathy,Disease,bc5cdr
alcoholic cirrhosis,Disease,bc5cdr
intracranial hypertension,Disease,bc5cdr
fhf,Disease,bc5cdr
binasal visual field defects,Disease,bc5cdr
visual defects,Disease,bc5cdr
bilateral visual field abnormalities,Disease,bc5cdr
retinal toxicity,Disease,bc5cdr
hiv infection,Disease,bc5cdr
hiv seroconversion,Disease,bc5cdr
burkitt lymphoma,Disease,bc5cdr
hepatic and renal toxicity,Disease,bc5cdr
biliary atresia,Disease,bc5cdr
ptld,Disease,bc5cdr
post - transplantation lymphoproliferative disorder,Disease,bc5cdr
burkitt - type malignant lymphoma,Disease,bc5cdr
hypovolemia,Disease,bc5cdr
acute prerenal failure,Disease,bc5cdr
neuroinflammatory,Disease,bc5cdr
hypertrophied,Disease,bc5cdr
cognitive dysfunction,Disease,bc5cdr
deterioration of learning and short - term memory,Disease,bc5cdr
fulminant eosinophilic,Disease,bc5cdr
drug hypersensitivity,Disease,bc5cdr
neuropsychiatric symptoms,Disease,bc5cdr
neuropsychiatric - like behaviors,Disease,bc5cdr
parkinsonian disability,Disease,bc5cdr
neuropsychiatric - like behavior,Disease,bc5cdr
neuropsychiatric disorders,Disease,bc5cdr
cld,Disease,bc5cdr
cerebral microbleeds,Disease,bc5cdr
mb,Disease,bc5cdr
transient ischemic attack,Disease,bc5cdr
tia,Disease,bc5cdr
diabetic neuropathy,Disease,bc5cdr
neuropathic,Disease,bc5cdr
adductor spasmodic dysphonia,Disease,bc5cdr
adsd,Disease,bc5cdr
throat pain,Disease,bc5cdr
spasmodic dysphonia,Disease,bc5cdr
mitochondrial impairment,Disease,bc5cdr
diastolic dysfunction,Disease,bc5cdr
mitochondrial defect,Disease,bc5cdr
hemoglobinuria,Disease,bc5cdr
macroprolactinemia,Disease,bc5cdr
macroprolactinoma,Disease,bc5cdr
microprolactinoma,Disease,bc5cdr
pseudoprolactinoma,Disease,bc5cdr
diabetic nephropathy,Disease,bc5cdr
type 1 diabetes,Disease,bc5cdr
diabetes complications,Disease,bc5cdr
mantle cell lymphoma,Disease,bc5cdr
mcl,Disease,bc5cdr
b - cell non - hodgkin ' s lymphoma,Disease,bc5cdr
pulmonary tuberculosis,Disease,bc5cdr
renal disturbance,Disease,bc5cdr
musculoskeletal pain,Disease,bc5cdr
meningitis,Disease,bc5cdr
bacteremia,Disease,bc5cdr
pneumonia,Disease,bc5cdr
axonal neuropathy,Disease,bc5cdr
neurologic toxicities,Disease,bc5cdr
scleroderma renal crisis,Disease,bc5cdr
src,Disease,bc5cdr
systemic sclerosis,Disease,bc5cdr
ssc,Disease,bc5cdr
autoimmune hemolytic anemia,Disease,bc5cdr
emergency department,Disease,bc5cdr
hemolytic anemias,Disease,bc5cdr
depressive disorder,Disease,bc5cdr
antisocial personality disorder,Disease,bc5cdr
major depressive disorder,Disease,bc5cdr
antisocial personality,Disease,bc5cdr
abnormal involuntary movements,Disease,bc5cdr
hereditary angioedema,Disease,bc5cdr
menstrual abnormalities,Disease,bc5cdr
muscle cramps,Disease,bc5cdr
burns,Disease,bc5cdr
burn,Disease,bc5cdr
mm,Disease,bc5cdr
cardiovascular diseases,Disease,bc5cdr
cvds,Disease,bc5cdr
myeloma,Disease,bc5cdr
rrmm,Disease,bc5cdr
deep vein thrombosis,Disease,bc5cdr
genotoxicity,Disease,bc5cdr
brain tumors,Disease,bc5cdr
neurological symptoms,Disease,bc5cdr
central nervous system disease,Disease,bc5cdr
amyloidosis,Disease,bc5cdr
glomerulopathy,Disease,bc5cdr
memory deterioration,Disease,bc5cdr
glucose hypometabolism,Disease,bc5cdr
ad,Disease,bc5cdr
kidney injury,Disease,bc5cdr
kidney tubular dysfunction,Disease,bc5cdr
fanconi syndrome,Disease,bc5cdr
glomerular dysfunction,Disease,bc5cdr
postoperative delirium,Disease,bc5cdr
neurological dysfunctions,Disease,bc5cdr
depressive symptoms,Disease,bc5cdr
loss of vision,Disease,bc5cdr
extensively drug - resistant tuberculosis,Disease,bc5cdr
xdr - tb,Disease,bc5cdr
optic disc edema,Disease,bc5cdr
fibrillation,Disease,bc5cdr
thrombocytopenia type ii,Disease,bc5cdr
end - stage liver disease,Disease,bc5cdr
portal hypertension,Disease,bc5cdr
endotoxemia,Disease,bc5cdr
hit type ii,Disease,bc5cdr
end - stage or malignant liver disease,Disease,bc5cdr
liver cirrhosis,Disease,bc5cdr
hit ii,Disease,bc5cdr
end - stage hepatic failure,Disease,bc5cdr
takotsubo syndrome,Disease,bc5cdr
apical ballooning syndrome,Disease,bc5cdr
ts,Disease,bc5cdr
broken heart syndrome,Disease,bc5cdr
acute coronary syndrome,Disease,bc5cdr
migraines,Disease,bc5cdr
status migrainosus,Disease,bc5cdr
coronary artery vasospasm,Disease,bc5cdr
impulsiveness,Disease,bc5cdr
impaired memory,Disease,bc5cdr
sleep disturbance,Disease,bc5cdr
hyperlipemia,Disease,bc5cdr
hodgkin lymphoma,Disease,bc5cdr
hl,Disease,bc5cdr
psychobiological dysfunction,Disease,bc5cdr
sarcomas,Disease,bc5cdr
gynecologic and testicular cancers,Disease,bc5cdr
non - convulsive status epilepticus,Disease,bc5cdr
ncse,Disease,bc5cdr
syndrome of inappropriate antidiuretic hormone,Disease,bc5cdr
hyponatraemia,Disease,bc5cdr
cardiac disarrangement,Disease,bc5cdr
tonic - clonic seizures,Disease,bc5cdr
memory loss,Disease,bc5cdr
memory impairment,Disease,bc5cdr
memory impaired,Disease,bc5cdr
excitotoxicity,Disease,bc5cdr
leukoencephalopathy,Disease,bc5cdr
attention problems,Disease,bc5cdr
chronic kidney disease,Disease,bc5cdr
tubulointerstial disease,Disease,bc5cdr
deterioration of renal function,Disease,bc5cdr
tonic clonic convulsions,Disease,bc5cdr
nervous system abnormalities,Disease,bc5cdr
cardiovascular depression,Disease,bc5cdr
dysrhythmia,Disease,bc5cdr
drug - induced acute liver injury,Disease,bc5cdr
agranulocytosis,Disease,bc5cdr
blood dyscrasias,Disease,bc5cdr
myocardial strain,Disease,bc5cdr
non - hodgkin lymphoma,Disease,bc5cdr
myoclonic movements,Disease,bc5cdr
acute hepatitis,Disease,bc5cdr
vasovagal syncope,Disease,bc5cdr
schizo - affective disorder,Disease,bc5cdr
personality disorder,Disease,bc5cdr
antisocial disorder,Disease,bc5cdr
substance abuse disorder,Disease,bc5cdr
abnormal involuntary motor movements,Disease,bc5cdr
generalised and focal seizures,Disease,bc5cdr
hypothermic,Disease,bc5cdr
postoperative complication,Disease,bc5cdr
dysfunctional overnight memory,Disease,bc5cdr
sleep - related impairments,Disease,bc5cdr
impaired overnight memory,Disease,bc5cdr
memory impairments,Disease,bc5cdr
auditory hallucinations,Disease,bc5cdr
delusions,Disease,bc5cdr
hemiplegic migraine,Disease,bc5cdr
cerebellar and oculomotor dysfunction,Disease,bc5cdr
impaired renal and liver function,Disease,bc5cdr
dysmetria,Disease,bc5cdr
baboon syndrome,Disease,bc5cdr
maculopapular eruption,Disease,bc5cdr
acute promyelocytic leukemia,Disease,bc5cdr
apl,Disease,bc5cdr
t - cell lymphoblastic lymphoma,Disease,bc5cdr
leukemic,Disease,bc5cdr
tumor lysis syndrome,Disease,bc5cdr
tls,Disease,bc5cdr
hyperammonemic,Disease,bc5cdr
necrotising fasciitis,Disease,bc5cdr
waldenstrom macroglobulinaemia,Disease,bc5cdr
subcellular degeneration,Disease,bc5cdr
cardiomyocyte degeneration,Disease,bc5cdr
lv dysfunction,Disease,bc5cdr
pain disorders,Disease,bc5cdr
hyperalgesic,Disease,bc5cdr
allodynic,Disease,bc5cdr
primary open - angle glaucoma,Disease,bc5cdr
poag,Disease,bc5cdr
retinal ganglion,Disease,bc5cdr
axonal degeneration,Disease,bc5cdr
oih,Disease,bc5cdr
opioid addiction,Disease,bc5cdr
breast tumors,Disease,bc5cdr
cardiac disturbances,Disease,bc5cdr
heart damage,Disease,bc5cdr
myxoedema coma,Disease,bc5cdr
thyroid disease,Disease,bc5cdr
thrombolysis,Disease,bc5cdr
upper - extremity deep venous thrombosis,Disease,bc5cdr
dvt,Disease,bc5cdr
pulmonary embolism,Disease,bc5cdr
superior vena cava ( svc ) syndrome,Disease,bc5cdr
epistaxis,Disease,bc5cdr
vision and hearing loss,Disease,bc5cdr
svc syndrome,Disease,bc5cdr
hyper,Disease,bc5cdr
embryolethality,Disease,bc5cdr
teratogenicity,Disease,bc5cdr
ventricular septal defects,Disease,bc5cdr
growth retardation,Disease,bc5cdr
embryonic death,Disease,bc5cdr
teratogenic,Disease,bc5cdr
head and neck cancer,Disease,bc5cdr
learning and memory impairments,Disease,bc5cdr
cognition deficits,Disease,bc5cdr
hepatocellular necrosis,Disease,bc5cdr
lupus - like syndrome,Disease,bc5cdr
huntington ' s disease,Disease,bc5cdr
sinus bradycardia,Disease,bc5cdr
onychomycosis,Disease,bc5cdr
impaired the memory,Disease,bc5cdr
skin diseases,Disease,bc5cdr
diarrheas,Disease,bc5cdr
inflammatory diseases,Disease,bc5cdr
hepatitis c virus infected,Disease,bc5cdr
hepatitis c virus infection,Disease,bc5cdr
muscle toxicity,Disease,bc5cdr
cytopenia,Disease,bc5cdr
kidney lesions,Disease,bc5cdr
acute renal injury,Disease,bc5cdr
birdshot retinochoroidopathy,Disease,bc5cdr
retinal vasculitis,Disease,bc5cdr
raised intraocular pressure,Disease,bc5cdr
cystoid macular edema,Disease,bc5cdr
increased intraocular pressure,Disease,bc5cdr
fasciculation,Disease,bc5cdr
muscle fasciculation,Disease,bc5cdr
fasciculations,Disease,bc5cdr
ndi,Disease,bc5cdr
dysguesia,Disease,bc5cdr
loss of taste sensation,Disease,bc5cdr
butyrylcholinesterase deficiency,Disease,bc5cdr
myocardial ischemic injury,Disease,bc5cdr
ventricular remodeling,Disease,bc5cdr
leucopenia,Disease,bc5cdr
lateral epicondylitis,Disease,bc5cdr
paresthesia,Disease,bc5cdr
pneumoniae,Disease,bc5cdr
gram - negative bacillary infections,Disease,bc5cdr
kidney cancer,Disease,bc5cdr
iugr,Disease,bc5cdr
dysplasia of fetal kidneys,Disease,bc5cdr
cml,Disease,bc5cdr
chronic myeloid leukemia,Disease,bc5cdr
philadelphia chromosome,Disease,bc5cdr
liver neoplasms,Disease,bc5cdr
liver cancer,Disease,bc5cdr
follicular cell lymphoma,Disease,bc5cdr
autonomic neuropathy,Disease,bc5cdr
peripheral and autonomic neuropathy,Disease,bc5cdr
renal carcinomas,Disease,bc5cdr
postzosteric,Disease,bc5cdr
tachy - or bradycardia,Disease,bc5cdr
asthmatics,Disease,bc5cdr
asthmatic,Disease,bc5cdr
palpitations,Disease,bc5cdr
hepatocellular damage,Disease,bc5cdr
pertussis,Disease,bc5cdr
ischaemic,Disease,bc5cdr
blepharoconjunctivitis,Disease,bc5cdr
dry eyes,Disease,bc5cdr
blurred vision,Disease,bc5cdr
photodermatitis,Disease,bc5cdr
pseudotumor cerebri,Disease,bc5cdr
corneal opacities,Disease,bc5cdr
congenital abnormalities,Disease,bc5cdr
microphthalmos,Disease,bc5cdr
hypertelorism,Disease,bc5cdr
optic nerve hypoplasia,Disease,bc5cdr
bronchial asthma,Disease,bc5cdr
tremorgenic,Disease,bc5cdr
heart hypertrophy,Disease,bc5cdr
hypertrophied hearts,Disease,bc5cdr
panic disorders,Disease,bc5cdr
agoraphobia,Disease,bc5cdr
abnormalities in neuronal systems,Disease,bc5cdr
anxiety disorders,Disease,bc5cdr
anaphylaxis,Disease,bc5cdr
retention deficit,Disease,bc5cdr
lesions of the urinary bladder,Disease,bc5cdr
necroses,Disease,bc5cdr
muscle fasciculations,Disease,bc5cdr
acute neurologic dysfunction,Disease,bc5cdr
malignant glioma,Disease,bc5cdr
hematologic malignancies,Disease,bc5cdr
motor deficits,Disease,bc5cdr
bile duct injury,Disease,bc5cdr
drug - induced liver damage,Disease,bc5cdr
bile duct destruction,Disease,bc5cdr
focal segmental glomerular sclerosis,Disease,bc5cdr
fsgs,Disease,bc5cdr
type iv renal tubular acidosis,Disease,bc5cdr
colorectal carcinoma,Disease,bc5cdr
bone marrow toxicity,Disease,bc5cdr
bradycardiac,Disease,bc5cdr
behavior disorder,Disease,bc5cdr
oral candidiasis,Disease,bc5cdr
hoarseness,Disease,bc5cdr
thrush,Disease,bc5cdr
candidiasis,Disease,bc5cdr
wiskott - aldrich syndrome,Disease,bc5cdr
severe combined immunodeficiency syndrome,Disease,bc5cdr
immunodeficiencies,Disease,bc5cdr
glomerular or tubular dysfunction,Disease,bc5cdr
shock,Disease,bc5cdr
rheumatic disease,Disease,bc5cdr
myxomatous degeneration,Disease,bc5cdr
anterior infarction,Disease,bc5cdr
ant - mi,Disease,bc5cdr
inferior infarction,Disease,bc5cdr
inf - mi,Disease,bc5cdr
oscillopsia,Disease,bc5cdr
infantile spasms,Disease,bc5cdr
hyperbilirubinemia,Disease,bc5cdr
papillary necrosis,Disease,bc5cdr
pathological renal medullary lesions,Disease,bc5cdr
cardiovascular dysfunction,Disease,bc5cdr
disturbances within the cardiovascular system,Disease,bc5cdr
metabolic disturbances,Disease,bc5cdr
cardiomyopathic disorder,Disease,bc5cdr
glomerular sclerosis,Disease,bc5cdr
mesangial dysfunction,Disease,bc5cdr
proteinuric,Disease,bc5cdr
sclerosis,Disease,bc5cdr
renal tubular necrosis,Disease,bc5cdr
acute renal artery thrombosis,Disease,bc5cdr
intracranial vascular thrombosis,Disease,bc5cdr
thromboembolic phenomena,Disease,bc5cdr
disseminated intravascular coagulation,Disease,bc5cdr
thrombosis of a normal renal artery,Disease,bc5cdr
pseudomonas infections,Disease,bc5cdr
hypoglycaemia,Disease,bc5cdr
hypoglycemia,Disease,bc5cdr
polycythemia,Disease,bc5cdr
neonatal apnea,Disease,bc5cdr
toxocity,Disease,bc5cdr
muscle tremors,Disease,bc5cdr
idiopathic orthostatic hypotension,Disease,bc5cdr
myoclonia,Disease,bc5cdr
mastodynia,Disease,bc5cdr
bacteremias,Disease,bc5cdr
abdominal infections,Disease,bc5cdr
urinary tract infections,Disease,bc5cdr
fungal infections,Disease,bc5cdr
cmv infection,Disease,bc5cdr
epstein barr virus infection,Disease,bc5cdr
toxic hepatitis,Disease,bc5cdr
toxic liver damage,Disease,bc5cdr
atrial thrombosis,Disease,bc5cdr
myocardial degeneration,Disease,bc5cdr
alternating sinus rhythm,Disease,bc5cdr
sinoatrial ( s - a ) block,Disease,bc5cdr
alternating rhythm,Disease,bc5cdr
s - a block,Disease,bc5cdr
conduction disorder,Disease,bc5cdr
immunocytoma,Disease,bc5cdr
ascites,Disease,bc5cdr
hydrothorax,Disease,bc5cdr
stereotypies,Disease,bc5cdr
accelerated junctional rhythms,Disease,bc5cdr
supraventricular tachyarrhythmias,Disease,bc5cdr
clonic seizure,Disease,bc5cdr
clonic seizures,Disease,bc5cdr
tonic seizures,Disease,bc5cdr
hematologic toxicity,Disease,bc5cdr
gastrointestinal toxicity,Disease,bc5cdr
dissecting aneurysm,Disease,bc5cdr
locked - in syndrome,Disease,bc5cdr
chronic active hepatitis,Disease,bc5cdr
anginal attacks,Disease,bc5cdr
tachycardial,Disease,bc5cdr
renal tubular acidosis,Disease,bc5cdr
acute cholecystitis,Disease,bc5cdr
hepatic insufficiency syndrome,Disease,bc5cdr
thrombopenia,Disease,bc5cdr
hematological disorders,Disease,bc5cdr
pains,Disease,bc5cdr
carcinoma of the renal pelvis,Disease,bc5cdr
hydroureteronephrosis,Disease,bc5cdr
carcinoma of the urinary tract,Disease,bc5cdr
carcinomas of the urinary bladder,Disease,bc5cdr
carcinoma of the prostate,Disease,bc5cdr
urinary tract cancer,Disease,bc5cdr
obstructive uropathy,Disease,bc5cdr
hernias,Disease,bc5cdr
retinal artery and choriocapillaris occlusion,Disease,bc5cdr
retinal artery and choriocapillaris occlusions,Disease,bc5cdr
blindness,Disease,bc5cdr
palsy,Disease,bc5cdr
pupillary abnormalities,Disease,bc5cdr
amblyopia,Disease,bc5cdr
tonic pupillary,Disease,bc5cdr
leg cramps,Disease,bc5cdr
jaw stiffness,Disease,bc5cdr
prolonged jaw rigidity,Disease,bc5cdr
gouty arthritis,Disease,bc5cdr
hyporeninemic hypoaidosteronism,Disease,bc5cdr
respiratory upset,Disease,bc5cdr
psychoses,Disease,bc5cdr
motor disability,Disease,bc5cdr
dystonic dyskinesias,Disease,bc5cdr
choreic mid - dose dyskinesias,Disease,bc5cdr
drug toxicity,Disease,bc5cdr
"liver , blood , skin , and renal disorders",Disease,bc5cdr
erythema multiforme,Disease,bc5cdr
stevens - johnson syndrome,Disease,bc5cdr
toxic epidermal necrolysis,Disease,bc5cdr
bradydysrhythmias,Disease,bc5cdr
cardiovascular or central nervous system toxicity,Disease,bc5cdr
muscular dystrophy,Disease,bc5cdr
myodystrophy,Disease,bc5cdr
myopathic,Disease,bc5cdr
myopathic disease,Disease,bc5cdr
sensory neuropathy,Disease,bc5cdr
hematologic toxicities,Disease,bc5cdr
cirrhosis,Disease,bc5cdr
cirrhotic,Disease,bc5cdr
angio - oedema,Disease,bc5cdr
eosinophilic myocarditis,Disease,bc5cdr
atrioventricular ( av ) block,Disease,bc5cdr
hyperaldosteronism,Disease,bc5cdr
av block,Disease,bc5cdr
audiogenic tonic convulsions,Disease,bc5cdr
tubular damage,Disease,bc5cdr
hypertrophic hearts,Disease,bc5cdr
coagulopathy,Disease,bc5cdr
idiopathic cardiomyopathy,Disease,bc5cdr
hypertrophic cardiomyopathy,Disease,bc5cdr
cytomegalovirus infections,Disease,bc5cdr
lymphoproliferative disorder,Disease,bc5cdr
movement difficulties,Disease,bc5cdr
cognitive disorders,Disease,bc5cdr
lymphomas,Disease,bc5cdr
metabolic acidosis,Disease,bc5cdr
adult respiratory distress syndrome,Disease,bc5cdr
cardiac injury,Disease,bc5cdr
ischemic lesions,Disease,bc5cdr
coronary artery spasm,Disease,bc5cdr
milk - alkali syndrome,Disease,bc5cdr
hypoparathyroidism,Disease,bc5cdr
peptic ulcer disease,Disease,bc5cdr
ulcer,Disease,bc5cdr
alkalosis,Disease,bc5cdr
hypercalcemic emergency,Disease,bc5cdr
unipolar depression,Disease,bc5cdr
ss,Disease,bc5cdr
hemorrhagic,Disease,bc5cdr
irritation of the urinary tract,Disease,bc5cdr
coronary artery stenosis,Disease,bc5cdr
growth failure,Disease,bc5cdr
glomerular hypertrophy,Disease,bc5cdr
tubulointerstitial injury,Disease,bc5cdr
tubulointerstitial damage,Disease,bc5cdr
learning and post - training consolidation deficits,Disease,bc5cdr
endometrial disease,Disease,bc5cdr
hypercapnic,Disease,bc5cdr
deep - vein thrombosis,Disease,bc5cdr
tonic and clonic seizure,Disease,bc5cdr
neuronal death,Disease,bc5cdr
ventricular tachyarrhythmia,Disease,bc5cdr
loss of myelination,Disease,bc5cdr
occlusion of renal vessels,Disease,bc5cdr
cerebral and pulmonary hemorrhage,Disease,bc5cdr
embryopathy,Disease,bc5cdr
nasal hypoplasia,Disease,bc5cdr
stippled epiphyses,Disease,bc5cdr
chondrodysplasia punctata,Disease,bc5cdr
dehydrated,Disease,bc5cdr
renal damages,Disease,bc5cdr
postoperative nausea and vomiting,Disease,bc5cdr
major depression disorder,Disease,bc5cdr
depressive episode,Disease,bc5cdr
depression disorder,Disease,bc5cdr
cardiac dysrhythmias,Disease,bc5cdr
paraplegia,Disease,bc5cdr
central nervous system leukemia,Disease,bc5cdr
folate deficiency,Disease,bc5cdr
hyperosmolar nonketotic coma,Disease,bc5cdr
manic depression,Disease,bc5cdr
"hyperosmolar , nonketotic coma",Disease,bc5cdr
hyperglycaemia,Disease,bc5cdr
deterioration of left ventricular ( lv ) systolic function,Disease,bc5cdr
deterioration of lv systolic and diastolic performance,Disease,bc5cdr
hyper - or hypotension,Disease,bc5cdr
retained placenta,Disease,bc5cdr
ureteric obstruction,Disease,bc5cdr
ureteric calculi,Disease,bc5cdr
urolithiasis,Disease,bc5cdr
ureteric stones or obstruction,Disease,bc5cdr
ischemic colitis,Disease,bc5cdr
homonymous hemianopsia,Disease,bc5cdr
enlargement of pulse pressure,Disease,bc5cdr
multicystic encephalomalacia,Disease,bc5cdr
hypoxic - ischemic encephalopathy,Disease,bc5cdr
intrahepatic cholestasis,Disease,bc5cdr
psoriasis,Disease,bc5cdr
psoriatic,Disease,bc5cdr
gingival hyperplasia,Disease,bc5cdr
selegiline,Chemicals,bc5cdr
l - dopa,Chemicals,bc5cdr
amphetamine,Chemicals,bc5cdr
metamphetamine,Chemicals,bc5cdr
p - choloroaniline,Chemicals,bc5cdr
chlorhexidine - digluconate,Chemicals,bc5cdr
kanamycin,Chemicals,bc5cdr
colistin,Chemicals,bc5cdr
povidone - iodine,Chemicals,bc5cdr
picloxydine,Chemicals,bc5cdr
tetrandrine,Chemicals,bc5cdr
fangchinoline,Chemicals,bc5cdr
tet,Chemicals,bc5cdr
fan,Chemicals,bc5cdr
bisbenzylisoquinoline,Chemicals,bc5cdr
epinephrine,Chemicals,bc5cdr
ep,Chemicals,bc5cdr
acetylsalicylic acid,Chemicals,bc5cdr
asa,Chemicals,bc5cdr
ace inhibitors,Chemicals,bc5cdr
angiotensin - converting enzyme ( ace ) inhibitor,Chemicals,bc5cdr
cocaine,Chemicals,bc5cdr
fucoidan,Chemicals,bc5cdr
atracurium,Chemicals,bc5cdr
propofol,Chemicals,bc5cdr
ephedrine,Chemicals,bc5cdr
gemcitabine,Chemicals,bc5cdr
vinorelbine,Chemicals,bc5cdr
cisplatin,Chemicals,bc5cdr
vnb,Chemicals,bc5cdr
gem,Chemicals,bc5cdr
dopamine,Chemicals,bc5cdr
nra0160,Chemicals,bc5cdr
5 - [ 2 - ( 4 - ( 3 - fluorobenzylidene ) piperidin - 1 - yl ) ethyl ] - 4 - ( 4 - fluorophenyl ) thiazole - 2 - carboxamide,Chemicals,bc5cdr
serotonin,Chemicals,bc5cdr
5 - ht,Chemicals,bc5cdr
clozapine,Chemicals,bc5cdr
methamphetamine,Chemicals,bc5cdr
map,Chemicals,bc5cdr
apomorphine,Chemicals,bc5cdr
phencyclidine,Chemicals,bc5cdr
pcp,Chemicals,bc5cdr
warfarin,Chemicals,bc5cdr
vitamin d,Chemicals,bc5cdr
phosphate,Chemicals,bc5cdr
vitamin k,Chemicals,bc5cdr
calcium,Chemicals,bc5cdr
gamma - carboxylated,Chemicals,bc5cdr
gamma - carboxyglutamate,Chemicals,bc5cdr
dopamine agonist,Chemicals,bc5cdr
dopac,Chemicals,bc5cdr
da,Chemicals,bc5cdr
hva,Chemicals,bc5cdr
tamoxifen,Chemicals,bc5cdr
tam,Chemicals,bc5cdr
alpha - tocopherol,Chemicals,bc5cdr
alpha - t,Chemicals,bc5cdr
alpha - tocopherol acetate,Chemicals,bc5cdr
alpha - tac,Chemicals,bc5cdr
hydroxyl,Chemicals,bc5cdr
oxygen,Chemicals,bc5cdr
aaph,Chemicals,bc5cdr
k,Chemicals,bc5cdr
tocopherols,Chemicals,bc5cdr
sodium,Chemicals,bc5cdr
atp,Chemicals,bc5cdr
na,Chemicals,bc5cdr
nitric oxide,Chemicals,bc5cdr
no,Chemicals,bc5cdr
n ( g ) - nitro - l - arginine methyl ester,Chemicals,bc5cdr
l - name,Chemicals,bc5cdr
isoproterenol,Chemicals,bc5cdr
bromocriptine,Chemicals,bc5cdr
domperidone,Chemicals,bc5cdr
clonidine,Chemicals,bc5cdr
oral contraceptives,Chemicals,bc5cdr
oc,Chemicals,bc5cdr
ketamine,Chemicals,bc5cdr
lidocaine,Chemicals,bc5cdr
capsaicin,Chemicals,bc5cdr
nimodipine,Chemicals,bc5cdr
pyridoxine,Chemicals,bc5cdr
isoniazid,Chemicals,bc5cdr
ketamine hydrochloride,Chemicals,bc5cdr
cyclosporine,Chemicals,bc5cdr
tacrolimus,Chemicals,bc5cdr
morphine,Chemicals,bc5cdr
n - methyl - d - aspartate,Chemicals,bc5cdr
nmda,Chemicals,bc5cdr
diazepam,Chemicals,bc5cdr
paclitaxel,Chemicals,bc5cdr
serotonergic antidepressants,Chemicals,bc5cdr
venlafaxine,Chemicals,bc5cdr
paroxetine,Chemicals,bc5cdr
sertraline,Chemicals,bc5cdr
lithium carbonate,Chemicals,bc5cdr
tizanidine,Chemicals,bc5cdr
angiotensin,Chemicals,bc5cdr
lisinopril,Chemicals,bc5cdr
beta - carboline,Chemicals,bc5cdr
gaba,Chemicals,bc5cdr
methyl beta - carboline - 3 - carboxylate,Chemicals,bc5cdr
beta - ccm,Chemicals,bc5cdr
benzodiazepine,Chemicals,bc5cdr
picrotoxin,Chemicals,bc5cdr
pentylenetetrazol,Chemicals,bc5cdr
propylthiouracil,Chemicals,bc5cdr
prednisone,Chemicals,bc5cdr
propylthio - uracil,Chemicals,bc5cdr
losartan,Chemicals,bc5cdr
furosemide,Chemicals,bc5cdr
amine,Chemicals,bc5cdr
angiotensin ii,Chemicals,bc5cdr
anthracycline,Chemicals,bc5cdr
anthracyclines,Chemicals,bc5cdr
daunorubicin,Chemicals,bc5cdr
dnr,Chemicals,bc5cdr
cephalothin,Chemicals,bc5cdr
gentamicin,Chemicals,bc5cdr
cephalothin sodium,Chemicals,bc5cdr
gentamicin sulfate,Chemicals,bc5cdr
acetaminophen,Chemicals,bc5cdr
amiodarone,Chemicals,bc5cdr
doxorubicin,Chemicals,bc5cdr
ih636 grape seed proanthocyanidin extract,Chemicals,bc5cdr
grape seed extract,Chemicals,bc5cdr
proanthocyanidins,Chemicals,bc5cdr
gspe,Chemicals,bc5cdr
aap,Chemicals,bc5cdr
ami,Chemicals,bc5cdr
dox,Chemicals,bc5cdr
antidepressant,Chemicals,bc5cdr
antidepressants,Chemicals,bc5cdr
serotonin reuptake inhibitors,Chemicals,bc5cdr
ssris,Chemicals,bc5cdr
lithium,Chemicals,bc5cdr
caffeine,Chemicals,bc5cdr
bd1008,Chemicals,bc5cdr
oligodeoxynucleotide,Chemicals,bc5cdr
bd1018,Chemicals,bc5cdr
"3s - 1 - [ 2 - ( 3 , 4 - dichlorophenyl ) ethyl ] - 1 , 4 - diazabicyclo [ 4 . 3 . 0 ] nonane",Chemicals,bc5cdr
bd1063,Chemicals,bc5cdr
"1 - [ 2 - ( 3 , 4 - dichlorophenyl ) ethyl ] - 4 - methylpiperazine",Chemicals,bc5cdr
lr132,Chemicals,bc5cdr
di - o - tolylguanidine,Chemicals,bc5cdr
dtg,Chemicals,bc5cdr
bd1031,Chemicals,bc5cdr
