term,annotation,df
unstructured meshes,Material,scienceie
data readily available on unstructured meshes,Material,scienceie
"equidistant, rectilinear meshes",Material,scienceie
non-rectilinear meshes,Material,scienceie
non-equidistant,Material,scienceie
tvd differencing,Process,scienceie
pas,Material,scienceie
injected in vivo into models and spontaneously self-assemble into nanofibers in aqueous solutions,Process,scienceie
biomimetic materials,Material,scienceie
collagen-mimetic pas,Material,scienceie
electrospinning,Process,scienceie
a manufacturing method,Process,scienceie
achieve fiber-like structures,Task,scienceie
costly manufacturing methods,Process,scienceie
conventional manufacturing methods,Process,scienceie
large-scale commercial production,Task,scienceie
compare and contrast,Process,scienceie
robustness of self-assemled pas to electrospun nanofibers,Task,scienceie
tuned and optimized,Process,scienceie
pa nanofibers,Material,scienceie
a full-fledged commercialized medical product,Task,scienceie
biaxial compressive and triaxial tensile stress states,Task,scienceie
second stress state,Task,scienceie
tri-axial tensile stress,Task,scienceie
finite element analysis,Process,scienceie
"simulated by applying tensile stress in direction 1, 2 and 3",Task,scienceie
advancing crack tip,Material,scienceie
oxide layer,Material,scienceie
metal–oxide interface,Material,scienceie
cracks,Material,scienceie
localised tensile stresses,Material,scienceie
manufactured partially stabilised zirconia,Material,scienceie
manufactured stabilized zirconia,Material,scienceie
applied tensile stresses,Process,scienceie
tetragonal to monoclinic phase transformation,Process,scienceie
de-bonding,Process,scienceie
triaxial tensile stress,Process,scienceie
applying tensile stress,Process,scienceie
maximum stress,Process,scienceie
uo2–puo2 phase boundaries,Task,scienceie
post-melting material characterisation,Process,scienceie
small segregation effects,Task,scienceie
puo2,Material,scienceie
liquid surface,Material,scienceie
plutonium dioxide,Material,scienceie
enriched in plutonium dioxide,Process,scienceie
cooling,Process,scienceie
solidification,Process,scienceie
surface solid crust,Material,scienceie
freezing,Process,scienceie
sample surface,Material,scienceie
restrict pollen tube growth to a single focal plane,Task,scienceie
growth analysis under microscopic observation,Process,scienceie
"assay pollen tube growth,",Process,scienceie
observe their growth in detail.,Process,scienceie
accurate microscopic observations,Task,scienceie
pollen tube growth,Process,scienceie
pollen tubes grow,Process,scienceie
assay pollen tube,Material,scienceie
assay pollen tube growth,Process,scienceie
poly-dimethylsiloxane microchannel device,Material,scienceie
isolate individual pollen tubes,Process,scienceie
pollen tubes,Material,scienceie
new method to assay pollen tube growth,Task,scienceie
pollen tube,Material,scienceie
signaling molecules,Material,scienceie
chemical products,Material,scienceie
plant reproduction,Process,scienceie
analyses of pollen tube growth,Task,scienceie
experiments on plant reproduction,Task,scienceie
sandstones,Material,scienceie
permeability,Process,scienceie
sdr,Process,scienceie
schlumberger doll research,Process,scienceie
timur-coates models,Process,scienceie
nmr,Process,scienceie
calibrate,Process,scienceie
csm,Process,scienceie
classification scale method,Process,scienceie
permeability estimation models,Task,scienceie
field examples,Material,scienceie
sandstone,Material,scienceie
experimental measurements,Process,scienceie
calibrate the involved model parameters,Task,scienceie
3d model,Process,scienceie
anisotropic material properties,Task,scienceie
abaqus,Process,scienceie
plasticity potential ratios,Process,scienceie
bimodal basal pole distribution,Process,scienceie
isotropic material properties,Task,scienceie
anisotropic elastic and plastic constants,Material,scienceie
zirconium grain,Material,scienceie
recrystallized zircaloy-4,Material,scienceie
3d simulations,Process,scienceie
zirconium unit lattice,Material,scienceie
purely elastic material,Material,scienceie
analyse problems that involve rarefied gas flows in complex micro geometries,Task,scienceie
numerical simulation,Process,scienceie
conventional continuum fluid dynamics,Process,scienceie
particle method,Process,scienceie
direct simulation monte carlo,Process,scienceie
microfluidic devices,Material,scienceie
rarefied gas flows,Material,scienceie
gas flow,Material,scienceie
collection of interacting particles,Material,scienceie
flow of a rarefied gas,Material,scienceie
high-aspect-ratio micro geometries,Material,scienceie
"long, relative to their cross section",Material,scienceie
small deviations from equilibrium,Material,scienceie
extremely low mach numbers and weak temperature gradients,Material,scienceie
aging population trend,Process,scienceie
explore the health status,Task,scienceie
formulate measures and methods of fitness,Task,scienceie
elderly fitness training,Process,scienceie
promote a nationwide fitness activities,Task,scienceie
exercise of scientific fitness,Process,scienceie
"iutah “utah water survey,”",Process,scienceie
utah's adult population thinks about water issues,Task,scienceie
associated codebook,Process,scienceie
perceptions of the adequacy of local water supplies,Material,scienceie
perceptions of the quality of local water resources,Material,scienceie
concern about a range of water and non-water issues,Material,scienceie
familiarity with water cost,Material,scienceie
awn-watering behaviors,Material,scienceie
participation in water based recreation,Material,scienceie
demographic attributes,Material,scienceie
description of the dataset,Process,scienceie
supplementary material,Process,scienceie
complete survey instrument,Process,scienceie
nonlinear wave equations,Process,scienceie
investigate mathematically,Task,scienceie
analytical method,Process,scienceie
exponential time differencing,Process,scienceie
etd,Process,scienceie
minimum stages,Material,scienceie
computational duration,Process,scienceie
stability characteristicsupon,Process,scienceie
nonlinear wave equations,Material,scienceie
resolving nonlinear wave equations,Task,scienceie
solves the diagonal example of kawahara equation,Task,scienceie
etd runge-kutta 4 technique,Process,scienceie
matlab programs,Material,scienceie
tfts,Material,scienceie
circuits,Material,scienceie
polyethylene naphthalate,Material,scienceie
pen,Material,scienceie
polyethylene naphthalate (pen) substrates,Material,scienceie
vacuum-fabrication procedures,Process,scienceie
aluminium gate electrodes,Material,scienceie
vacuum evaporated,Process,scienceie
substrates,Material,scienceie
shadow masks,Material,scienceie
web-coater drum,Material,scienceie
drum,Material,scienceie
flash-evaporated tpgda monomer vapour,Material,scienceie
cross-linked,Process,scienceie
exposure,Process,scienceie
films,Material,scienceie
circuit fabrication,Task,scienceie
insulator,Material,scienceie
inter-layer metallic connections,Process,scienceie
evaporator,Material,scienceie
nitrogen glovebox,Material,scienceie
vacuum-deposition,Process,scienceie
gold source/drain metallisation layer,Material,scienceie
shadow mask,Material,scienceie
digraph,Material,scienceie
digraphs are strongly connected,Process,scienceie
sequences of optimal walks of a growing length in weighted digraphs,Task,scienceie
sequences of entries of max-algebraic matrix powers with growing exponents,Task,scienceie
(unweighted) digraphs,Material,scienceie
prove the uniqueness,Process,scienceie
non-singular solutions with a four-dimensional poincaré,Task,scienceie
de sitter or anti-de sitter symmetry,Task,scienceie
construct the most general solutions,Process,scienceie
"axial symmetry in the two-dimensional internal space,",Task,scienceie
non-singular away from a conical defect,Process,scienceie
interpretation of 3-branes with negative tension,Process,scienceie
3-branes with negative tension,Material,scienceie
agreement between the new data and the calculations with the relativistic deuteron wave function,Process,scienceie
calculations within the framework of light-front dynamics with karmanov's deuteron wave function,Process,scienceie
t20 parameter of deuteron breakup on h and c targets,Process,scienceie
emission of protons at 0° in the k region from 0.4 to 0.8 gev/c,Process,scienceie
deuteron momentum,Process,scienceie
ayy data,Material,scienceie
"12c(d,p)x reaction",Process,scienceie
relativistic deuteron wave function,Process,scienceie
light-front dynamics,Task,scienceie
karmanov's deuteron wave function,Process,scienceie
"qualitative description of the momentum behaviour of the ayy parameter of the 9be(d,p)x reaction",Task,scienceie
integrating immersive virtual reality technologies into a three-dimensional virtual world,Task,scienceie
vacademia,Material,scienceie
learning process,Process,scienceie
increasing the immersiveness of 3d virtual world experience,Task,scienceie
motion tracking,Process,scienceie
controlling the avatar,Process,scienceie
immersive projection,Process,scienceie
major types of learning scenarios,Task,scienceie
natural navigation,Process,scienceie
virtual reality technologies,Process,scienceie
educational platform,Material,scienceie
head-mounted display,Material,scienceie
numerical simulation method,Process,scienceie
nurbs-based representation of cad models,Process,scienceie
physical domain is parameterized,Process,scienceie
splitting,Process,scienceie
sweeping,Process,scienceie
galerkin projection,Process,scienceie
formulation of partial differential equations,Process,scienceie
discuss the regularity properties of the test functions,Task,scienceie
consider several important classes of singularities of nurbs parameterizations,Task,scienceie
derive additional conditions which guarantee the regularity of the test functions,Task,scienceie
present a modification scheme,Task,scienceie
discretized function space,Process,scienceie
parameterized,Process,scienceie
cad models,Process,scienceie
nurbs-based representation,Process,scienceie
nurbs objects,Material,scienceie
nurbs surfaces,Material,scienceie
nurbs volumes,Material,scienceie
nurbs basis functions,Process,scienceie
modification scheme,Process,scienceie
microwave background,Process,scienceie
isotropic infrared and optical background,Process,scienceie
irb,Process,scienceie
the smaller number density has to be weighted with the higher flux of interacting protons,Process,scienceie
present universe,Task,scienceie
proton interaction rate,Task,scienceie
cosmological evolution of uhecr injection,Process,scienceie
flux of cosmogenic neutrinos,Task,scienceie
taken in consideration,Process,scienceie
interactions on mbr,Task,scienceie
interacting protons,Material,scienceie
quickly lose their energy even at z=0,Process,scienceie
mbr,Process,scienceie
mbr,Material,scienceie
proton,Material,scienceie
protons,Material,scienceie
universal photon field,Material,scienceie
lower energy protons,Material,scienceie
spin-on carbon compositions,Material,scienceie
film thickness measurements,Process,scienceie
im-hm11-01,Material,scienceie
im-hm11-03,Material,scienceie
etching,Process,scienceie
compare the performance of the different compositions across tasks,Task,scienceie
films of the soc,Material,scienceie
spin coating,Process,scienceie
aked for 2min at temperatures of up to 330°c,Process,scienceie
before and after dipping,Process,scienceie
monochlorobenzene,Material,scienceie
im-hm11-02,Material,scienceie
im-hm11-02 film,Material,scienceie
im-hm11-01 and im-hm11-02,Material,scienceie
evaluated three spin-on carbon hardmasks from irresistible materials,Task,scienceie
soc,Material,scienceie
spin-on-hardmask,Material,scienceie
elution behavior,Task,scienceie
soc (,Material,scienceie
baking,Process,scienceie
hydrogen-terminated silicon substrates,Material,scienceie
mcb,Material,scienceie
im-hm11-02 films,Material,scienceie
three spin-on carbon hardmasks,Material,scienceie
solvent,Material,scienceie
chloroform,Material,scienceie
anisole,Material,scienceie
modeling data-centric web services,Task,scienceie
relational databases,Material,scienceie
linear temporal first-order logic,Process,scienceie
ltl-fo,Process,scienceie
data-centric web services,Material,scienceie
verify web service specifications,Task,scienceie
interact with users,Process,scienceie
logical formulas,Process,scienceie
control-flow constraints,Process,scienceie
state/output/action rules,Process,scienceie
reducing web services to data-centric web applications,Process,scienceie
data-centric web applications,Task,scienceie
web applications,Process,scienceie
data-centric web services,Process,scienceie
contractor selection,Task,scienceie
project time and cost,Material,scienceie
quality,Material,scienceie
project managers,Material,scienceie
determine the project time and cost,Task,scienceie
un-experienced managers,Material,scienceie
learnable property,Process,scienceie
quantify the quality obtained for a gas well drilling project,Task,scienceie
gas well drilling project,Process,scienceie
objectives,Material,scienceie
(time,Material,scienceie
cost,Material,scienceie
contractor selection problem,Task,scienceie
optimization problem,Task,scienceie
nsga-ii algorithm,Process,scienceie
sensitivity analysis,Process,scienceie
"collocation formulation, especially given the presence of a diagonal mass matrix",Task,scienceie
couple a set of quadrature points with an equal number of nodal lagrange polynomials,Process,scienceie
collocation method,Process,scienceie
galerkin,Process,scienceie
cg,Process,scienceie
flux reconstruction,Process,scienceie
newer extensions,Process,scienceie
fr,Process,scienceie
collocation methods,Process,scienceie
linear operators,Material,scienceie
physical spacetime dimension,Task,scienceie
prediction of the theory,Process,scienceie
standard theories,Process,scienceie
einstein–hilbert action,Process,scienceie
dimensional reductions,Process,scienceie
minkowski space,Material,scienceie
(super)symmetric state,Process,scienceie
select this configuration,Process,scienceie
compactified space,Process,scienceie
eleven-dimensional theory,Process,scienceie
low energy regime,Task,scienceie
four-dimensional effective theory,Process,scienceie
background solution,Process,scienceie
effective spacetime dimension,Process,scienceie
d>4,Process,scienceie
false vacuum,Process,scienceie
propagators for the dynamical fields,Process,scienceie
low energy effective theory,Process,scienceie
metal–intermetallic laminated,Material,scienceie
mil,Material,scienceie
fabricated upon reaction sintering,Process,scienceie
titanium and aluminum foils,Material,scienceie
intermetallic phase,Process,scienceie
al3ti forming,Process,scienceie
processing,Process,scienceie
composite,Material,scienceie
unreacted titanium,Material,scienceie
studies of microstructure,Process,scienceie
layered composites,Material,scienceie
presented on the example of ti-al system,Task,scienceie
ti-al system,Process,scienceie
static and dynamic tests,Process,scienceie
intermetallic reaction,Process,scienceie
interrupted,Process,scienceie
intermetallic sintering,Process,scienceie
al3ti,Material,scienceie
static and dynamic tests results are discussed,Task,scienceie
reaction sintering,Process,scienceie
knowledge-base merging,Process,scienceie
hard constraints,Process,scienceie
fusion of plain epistemic states,Process,scienceie
partial orderings,Process,scienceie
numerical plausibility degrees,Process,scienceie
hard (integrity) constraints,Process,scienceie
belief sets,Process,scienceie
agm revision,Process,scienceie
knowledge-based merging,Process,scienceie
merging of integrity constraints,Process,scienceie
belief revision and merging,Task,scienceie
ordered structures,Material,scienceie
construct fusion rules,Process,scienceie
ranked models,Process,scienceie
process-driven model,Process,scienceie
administrative management system,Process,scienceie
overcome problems,Process,scienceie
processes are identified,Task,scienceie
educational administration,Process,scienceie
bonita open solution,Material,scienceie
administrative system,Process,scienceie
understand processes they are involved,Process,scienceie
mice bearing the orthotopic model,Task,scienceie
mice with the pseudo-metastatic model,Task,scienceie
test the effects,Process,scienceie
our targeted formulations,Material,scienceie
these therapeutic schedules,Task,scienceie
preclinical models,Material,scienceie
animals,Task,scienceie
untargeted,Material,scienceie
peptide-targeted sl[dxr],Material,scienceie
hepes-buffered saline,Material,scienceie
scrambled peptide-functionalized liposomes,Task,scienceie
survival times,Material,scienceie
determining treatment efficacy,Task,scienceie
time-dependent anti-tumor activity,Material,scienceie
orthotopic model,Task,scienceie
d-luciferin,Material,scienceie
the gi-li-n cell line,Task,scienceie
infected,Process,scienceie
visualized,Process,scienceie
luciferase activity,Task,scienceie
retrovirally-transduced cells,Material,scienceie
sl[dxr],Material,scienceie
displacement cascade,Task,scienceie
defects,Material,scienceie
voids,Material,scienceie
dislocation loops,Material,scienceie
swelling,Material,scienceie
migration of vacancies and sias,Process,scienceie
ods particle,Material,scienceie
fuzzy-hammerstein model predictive control method,Task,scienceie
fuzzy-hammerstein model,Process,scienceie
continuous stirred-tank reactor,Material,scienceie
cstr,Material,scienceie
t-s fuzzy model,Process,scienceie
static nonlinear characteristics of hammerstein model,Task,scienceie
linear autoregressive mode,Process,scienceie
optimal control,Process,scienceie
nonlinear predictive controller,Process,scienceie
hammerstein model,Process,scienceie
universal approach nonlinear,Process,scienceie
t-s model,Process,scienceie
nonlinear predictive control,Process,scienceie
nonlinear model recongnization,Process,scienceie
linear predictive control,Process,scienceie
cstr process,Process,scienceie
control method,Process,scienceie
pid controller,Material,scienceie
einstein's post-newtonian equations of gravity,Process,scienceie
gravitipole,Process,scienceie
field theory of magnetic monopoles,Task,scienceie
magnetic monopole,Task,scienceie
gravitipoles,Process,scienceie
gravitational field,Process,scienceie
maxwell's equations of motion,Process,scienceie
dirac's magnetic monopole,Process,scienceie
non-abelian gauge theories,Process,scienceie
electromagnetism,Process,scienceie
magnetic monopoles,Process,scienceie
electromagnetic field,Process,scienceie
graviton,Process,scienceie
magnetic monopole,Process,scienceie
invariant extensions of local functionals,Task,scienceie
functional which is local in a particular gauge,Task,scienceie
its gauge invariant extension,Task,scienceie
nfinite derivative expansion,Process,scienceie
infrared modes,Task,scienceie
gauge independent renormalisation,Process,scienceie
gauge invariant extensions of local functionals,Task,scienceie
non-localities found,Process,scienceie
expectation value,Task,scienceie
notion of renormalisation,Process,scienceie
renormalisability,Task,scienceie
brst cohomology theorems,Process,scienceie
brst terminology,Material,scienceie
kt-factorization approach,Process,scienceie
correlation of charm-quark–charm-antiquark in γp scattering,Task,scienceie
unintegrated gluon distributions,Process,scienceie
ugdf,Process,scienceie
ccfm ugdf,Material,scienceie
hera energies,Task,scienceie
charm,Material,scienceie
antiquark,Material,scienceie
γp scattering,Process,scienceie
knowledge,Process,scienceie
teaching,Process,scienceie
learning,Process,scienceie
implementation principle,Process,scienceie
curriculum design,Process,scienceie
education policy,Process,scienceie
improving the quality of teaching and learning on sport normal students,Task,scienceie
factors on promoting the level of teaching and learning,Process,scienceie
split interstitial” type clusters,Task,scienceie
potential-based methods,Process,scienceie
willis type clusters,Material,scienceie
potential based investigation,Process,scienceie
di-interstitial,Material,scienceie
a single vo with three oi,Material,scienceie
split interstitial clusters,Material,scienceie
tri-interstitials,Material,scienceie
di-interstitial with the fourth oi site occupied,Material,scienceie
quad-interstitials,Material,scienceie
two di-interstitials on adjacent sites,Material,scienceie
model for u4o9,Material,scienceie
multiple split quad-interstitial clusters,Material,scienceie
lsda+u,Process,scienceie
uo2 supercell,Material,scienceie
vo,Material,scienceie
oi,Material,scienceie
quad-interstitial,Material,scienceie
cuboctahedral,Material,scienceie
detailed design,Material,scienceie
looking at the systems installed previously and calculating,Process,scienceie
systems installed previously,Material,scienceie
significant reduction in the number of zones and monitoring probes,Process,scienceie
varying amounts of steelwork,Process,scienceie
multiple layers of mesh,Process,scienceie
cathodic protection of the piers,Task,scienceie
encapsulation,Process,scienceie
galvanic system,Material,scienceie
depolarization of the galvanic system,Task,scienceie
broadband connection,Process,scienceie
asr,Process,scienceie
galvashield cc anodes,Material,scienceie
flows,Material,scienceie
solutions,Material,scienceie
power-law model,Process,scienceie
robin condition(11),Process,scienceie
shear-thickening,Process,scienceie
singularity,Process,scienceie
correct algebraic decay,Process,scienceie
nanodevices,Material,scienceie
length effect,Task,scienceie
length dependence of electronic transport properties,Task,scienceie
increasing the number of carbon unit cells,Process,scienceie
carbon unit cells,Material,scienceie
current–voltage characteristics,Process,scienceie
large rectifying ratio,Process,scienceie
electronic transport properties,Task,scienceie
qualitative charge transport,Task,scienceie
π and π⁎ subbands,Process,scienceie
quantitative introduction of a reactive functionality into the polymer chain end,Task,scienceie
polymer chain end,Material,scienceie
living romp technique,Process,scienceie
schrock type molybdenum alkylidene initiator,Material,scienceie
preparation of end-functionalized ring-opened polymers,Process,scienceie
ring-opened polymers,Material,scienceie
living polymerization with quantitative initiation,Process,scienceie
abcs,Material,scienceie
living polymerization techniques,Process,scienceie
preparation of macromonomers,Process,scienceie
macromonomers,Material,scienceie
molybdenum alkylidene initiators,Material,scienceie
dissociation,Process,scienceie
ligand,Material,scienceie
pr3,Material,scienceie
generate the catalytically active species in the romp,Process,scienceie
romp,Material,scienceie
ruthenium carbene catalysts,Material,scienceie
coordination,Process,scienceie
halogen,Material,scienceie
anionic ligand,Material,scienceie
neutral donor ligands/substrates,Material,scienceie
molybdenum catalysts,Material,scienceie
monomers,Material,scienceie
decomposition,Process,scienceie
deactivation,Process,scienceie
adaptive beamforming techniques,Task,scienceie
smart antennas,Material,scienceie
least mean squares,Process,scienceie
lms,Process,scienceie
sample matrix inversion,Process,scienceie
smi,Process,scienceie
recursive least squares,Process,scienceie
rls,Process,scienceie
conjugate gradient method,Process,scienceie
cgm,Process,scienceie
discussed and analyzed,Task,scienceie
beamforming performance,Process,scienceie
varying the element spacing and the number of antenna array elements,Process,scienceie
algorithm,Material,scienceie
algorithms,Material,scienceie
rate of convergence,Process,scienceie
beamforming,Process,scienceie
null steering performance,Process,scienceie
beamwidth,Process,scienceie
null depths,Process,scienceie
maximum side lobe level,Process,scienceie
range of temperatures chosen,Material,scienceie
alanine dipeptide,Material,scienceie
physically relevant minima,Process,scienceie
larger potential energy spacing,Material,scienceie
cross-overs in the approximate global free energy,Process,scienceie
balance between potential energy and well entropy,Task,scienceie
force field and solvent model,Process,scienceie
saft-γ sw,Process,scienceie
non-polar compounds,Process,scienceie
mixtures of n-alkanes and h2o,Material,scienceie
pure-component systems,Process,scienceie
mixtures of h2o,Material,scienceie
description of the alkane-rich phases,Task,scienceie
aqueous mixtures,Material,scienceie
alkyl groups,Material,scienceie
ch3 and ch2,Material,scienceie
interactions between h2o and the alkyl groups,Process,scienceie
alkylamine,Material,scienceie
"ϵch3,h2o, ϵch2,h2o",Process,scienceie
"λch3,h2o, λch2,h2o",Process,scienceie
hydrophobic molecules,Material,scienceie
fluid-phase equilibria,Process,scienceie
thermal spray process,Process,scienceie
thermal spray,Material,scienceie
modelling,Task,scienceie
providing some key insights for process design and operations,Task,scienceie
experimental studies,Task,scienceie
atomic level changes,Process,scienceie
md simulation,Process,scienceie
md,Material,scienceie
spray system,Process,scienceie
copper–copper particle,Material,scienceie
particle recrystallization and solidification,Process,scienceie
deformation,Process,scienceie
consecutive layer deposition,Process,scienceie
understanding individual particle impacts,Task,scienceie
particle–surface interaction mechanism,Process,scienceie
reynolds number,Process,scienceie
shock heating,Process,scienceie
engineering components,Material,scienceie
thermally sprayed,Process,scienceie
developing richer theoretical models for single or multiple particle impact,Task,scienceie
spraying tests,Task,scienceie
carbon atoms,Material,scienceie
aberration-corrected transmission electron microscopy,Process,scienceie
sub-ångstrom resolution,Process,scienceie
ac-tem observations of the formation and annealing of stone–wales defects,Process,scienceie
edge reconstruction,Process,scienceie
formation of a large hole in graphene sheet from a single vacancy defect,Process,scienceie
graphene sheet,Material,scienceie
graphene nanoribbons,Task,scienceie
molecular precursors,Material,scienceie
formation of nanometre size hollow protrusion on the nanotube sidewall,Process,scienceie
nanotube sidewall,Material,scienceie
ac-tem observations,Process,scienceie
small finite graphene flake,Material,scienceie
fullerene,Material,scienceie
process of self-assembly of graphene nanoribbons,Process,scienceie
proposed ‘top-down’ mechanism of the fullerene formation,Task,scienceie
creation of vacancies in small graphene flake,Process,scienceie
knock-on damage by electrons of the imaging electron beam (e-beam),Process,scienceie
subsequent formation of pentagons,Task,scienceie
‘top-down’ mechanism for the formation of fullerene,Task,scienceie
formation of fullerene,Process,scienceie
e-beam assisted self-assembly,Task,scienceie
structural transformations in graphene-like structures,Task,scienceie
graphene-like structures,Material,scienceie
ac-tem,Process,scienceie
“grind-free” nanoprecursor route,Process,scienceie
direct combinatorial solid state synthesis,Process,scienceie
phase-pure heterometallic ruddlesden popper type la4ni3−xfexo10 materials,Material,scienceie
high-throughput reactor,Process,scienceie
robotic automation,Process,scienceie
ramsi,Process,scienceie
nanoparticle co-precipitate precursors,Material,scienceie
synthesise a range of nanoparticle co-precipitate precursors,Process,scienceie
rate of 7.5 samples an hour,Process,scienceie
heat-treated,Process,scienceie
powder xrd screen,Process,scienceie
locate and approximate phase boundary,Process,scienceie
synthesis and xrd characterisation,Process,scienceie
heat-treated powders,Material,scienceie
la4ni2feo10,Material,scienceie
fe3+,Material,scienceie
ni,Material,scienceie
iron oxide,Material,scienceie
exafs data,Material,scienceie
new approach to the “grind-free” nanoprecursor route to direct combinatorial solid state synthesis,Task,scienceie
intelligent management systems,Process,scienceie
increasing energy efficiency,Task,scienceie
ac and dc grids,Material,scienceie
devices composing the systems,Process,scienceie
devices composing the systems are considered,Task,scienceie
technical characteristics are described,Task,scienceie
problems of creating and introducing intelligent management systems,Task,scienceie
intelligent electric power distribution systems,Process,scienceie
creating and introducing intelligent management systems,Task,scienceie
ntelligent management systems,Process,scienceie
mstu «stankin»,Material,scienceie
obstacle detection,Task,scienceie
inverse perspective mapping and homography,Process,scienceie
obstacle classification,Task,scienceie
fuzzy neural network,Process,scienceie
estimation of the vanishing point,Task,scienceie
feature extraction strategy,Process,scienceie
geometrical relations,Process,scienceie
elements,Material,scienceie
obstacle,Material,scienceie
scene,Material,scienceie
detected,Process,scienceie
estimated homography,Process,scienceie
road plane,Material,scienceie
image alignment,Task,scienceie
fuzzy decision fusion method,Process,scienceie
fuzzy attribution for obstacle detection and classification application,Process,scienceie
the fuzzy decision function,Process,scienceie
auto-adapted algorithm,Process,scienceie
classification,Process,scienceie
obstacle detection and classification application,Task,scienceie
thin miec layers,Material,scienceie
gdc,Material,scienceie
stfo,Material,scienceie
single-crystalline ysz substrates,Material,scienceie
h2/h218o atmosphere,Material,scienceie
tracer exchange experiments,Task,scienceie
exposed to h2/h218o atmosphere,Process,scienceie
rectangular noble metal thin film current collectors,Material,scienceie
deposited on top and beneath the miec layer,Process,scienceie
miec layer,Material,scienceie
polarization,Process,scienceie
lateral distribution of the tracer,Process,scienceie
thermal tracer exchange,Process,scienceie
metallic current collector,Material,scienceie
18o,Material,scienceie
oxygen ions,Material,scienceie
in-plane diffusion of oxygen ions,Process,scienceie
applied bias,Process,scienceie
current collector,Material,scienceie
width of this active region,Task,scienceie
enhanced tracer incorporation,Process,scienceie
reduced incorporation,Process,scienceie
low electronic conductivity,Process,scienceie
tracer fraction,Process,scienceie
geomagnetic jerks,Process,scienceie
earth’s magnetic field,Material,scienceie
jerks,Process,scienceie
geomagnetic secular variation,Process,scienceie
sv,Process,scienceie
secular variation,Process,scienceie
main magnetic field,Material,scienceie
mf,Material,scienceie
gradient changes,Process,scienceie
secular acceleration,Process,scienceie
sa,Process,scienceie
‘large’ magnitude step change,Process,scienceie
sv segments,Process,scienceie
jerk,Process,scienceie
sa change,Process,scienceie
jerk amplitude,Process,scienceie
describe the experimental data of the hermes collaboration for hadron attenuation on nuclei,Task,scienceie
fragmentation function,Process,scienceie
fsi,Process,scienceie
‘free’ fragmentation function,Process,scienceie
the z-dependence of rmh,Process,scienceie
determine σlead,Task,scienceie
"detail the spectra for different particle species (π±,k±,p,p̄)",Task,scienceie
"examine, if the formation times of mesons and antibaryons are about equal",Task,scienceie
interaction of the leading prehadrons during the formation time,Process,scienceie
improve our model to describe the primary photon–nucleon reaction below the pythia threshold of w⩾4 gev,Task,scienceie
hadron attenuation,Process,scienceie
nuclei,Material,scienceie
gluon radiation,Process,scienceie
dynamical studies,Task,scienceie
produced (pre-)hadrons,Material,scienceie
surrounding medium,Material,scienceie
rmh,Material,scienceie
leading prehadrons,Material,scienceie
in-medium change of the fragmentation function,Process,scienceie
hadron formation,Process,scienceie
analysis of antiproton attenuation,Task,scienceie
antiproton,Material,scienceie
p+a reactions,Process,scienceie
antibaryons,Material,scienceie
particle species,Material,scienceie
π±,Material,scienceie
k±,Material,scienceie
p̄,Material,scienceie
primary photon–nucleon reaction,Process,scienceie
reflection problem,Task,scienceie
shifting the semi-infinite row,Process,scienceie
semi-infinite row,Process,scienceie
two scatterers,Process,scienceie
two-dimensional grating problems,Task,scienceie
layered media,Material,scienceie
obtain a quadratic equation,Process,scienceie
two-dimensional waveguide problems,Task,scienceie
shifting-by-one-period idea,Process,scienceie
quadratic equation,Process,scienceie
waveguide problems,Process,scienceie
bi-large lepton mixing,Task,scienceie
atmospheric neutrino mass splitting while keeping the maximal mixing between νμ and ντ,Task,scienceie
introduce a small perturbation to the neutrino mass matrix without breaking z3 symmetry,Process,scienceie
non-diagonal charged lepton mass matrix,Material,scienceie
radiative corrections,Process,scienceie
large mixing and mass splitting for the solar neutrino oscillation,Task,scienceie
degenerate majorana neutrinos,Material,scienceie
neutrino sector,Material,scienceie
degenerate neutrinos,Material,scienceie
neutrino mass matrix,Material,scienceie
solar neutrino mixing,Process,scienceie
solar neutrino,Material,scienceie
design semantics,Task,scienceie
to learn from nature,Process,scienceie
space environment design,Task,scienceie
unity of art and science,Task,scienceie
annotation of form and the reflection of its symbolic meaning,Task,scienceie
explanation of the deposited human cultural spirit,Task,scienceie
natural and artificial forms,Material,scienceie
integration of human mode of existence and view on culture and art,Task,scienceie
observe the surroundings,Process,scienceie
dimensionality reduction,Task,scienceie
principal component analysis method,Material,scienceie
pca,Material,scienceie
the simplest version of pca,Material,scienceie
linear pca,Material,scienceie
finds the mutually-uncorrelated vectors,Process,scienceie
the projection of the samples generates the highest variances,Process,scienceie
a set of orthogonal vectors,Material,scienceie
the variance of the projection of the samples is maximum,Process,scienceie
n-dimensional vector space basis,Material,scienceie
n^ synthetic kpis,Material,scienceie
up to n synthetic orthogonal kpis,Task,scienceie
the first n^,Material,scienceie
theory of active polar viscous gels,Task,scienceie
"models the continuum, macroscopic mechanics",Process,scienceie
polar viscous gels,Material,scienceie
uniaxial active agents,Material,scienceie
viscous bulk medium,Material,scienceie
uniaxial polar agents,Material,scienceie
gel,Material,scienceie
"energy consuming, anisotropic, non-newtonian fluid",Material,scienceie
active polar viscous gels,Material,scienceie
polarization field,Process,scienceie
equation of motion,Process,scienceie
constitutive equation,Process,scienceie
continuum hydrodynamic description,Process,scienceie
"these equations, along with conservation of momentum",Process,scienceie
cortical cytoskeleton flows,Process,scienceie
biological morphogenesis,Process,scienceie
b decays,Process,scienceie
decay pairs,Process,scienceie
